Date,Category,SubCategory,Expense Amount,Account,Payee,Notes,Device
2012-09-24,"Food/Groceries","Alcohol","   -120.00","Cash","","",""
2012-09-25,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2012-09-27,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2012-09-27,"Food/Groceries","Alcohol","    229.20","CIMB Platinum","","",""
2012-09-28,"Food/Groceries","Alcohol","    498.80","CIMB Platinum","","",""
2012-09-28,"Food/Groceries","Alcohol","   -450.00","Cash","","",""
2012-09-29,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2012-09-30,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2012-09-30,"Food/Groceries","Restaurant/Fast food","     17.50","Cash","","",""
2012-10-02,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2012-10-02,"Food/Groceries","Alcohol","     39.00","Cash","","",""
2012-10-02,"Food/Groceries","Restaurant/Fast food","      5.90","Cash","","",""
2012-10-02,"Food/Groceries","Alcohol","     50.00","Cash","","",""
2012-10-05,"Food/Groceries","Restaurant/Fast food","      5.40","Cash","","",""
2012-10-06,"Food/Groceries","Restaurant/Fast food","      1.30","Cash","","",""
2012-10-06,"Food/Groceries","Restaurant/Fast food","      7.50","Cash","","",""
2012-10-06,"Food/Groceries","Alcohol","     39.00","Cash","","",""
2012-10-07,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2012-10-07,"Food/Groceries","Restaurant/Fast food","     26.00","Cash","","",""
2012-10-08,"Food/Groceries","Restaurant/Fast food","      9.50","Cash","","",""
2012-10-08,"Food/Groceries","Alcohol","     30.00","Cash","","",""
2012-10-09,"Food/Groceries","Restaurant/Fast food","      9.50","Cash","","",""
2012-10-09,"Food/Groceries","Alcohol","    120.00","Cash","","",""
2012-10-10,"Food/Groceries","Restaurant/Fast food","     19.00","Cash","","",""
2012-10-11,"Food/Groceries","Alcohol","   -195.00","Cash","","",""
2012-10-11,"Food/Groceries","Alcohol","     25.00","Cash","","",""
2012-10-11,"Food/Groceries","Restaurant/Fast food","     44.20","CIMB Platinum","","",""
2012-10-11,"Food/Groceries","Restaurant/Fast food","      3.20","Cash","","",""
2012-10-17,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2012-10-18,"Food/Groceries","Restaurant/Fast food","     14.00","Cash","","",""
2012-10-18,"Food/Groceries","Restaurant/Fast food","      6.60","Cash","","",""
2012-10-19,"Food/Groceries","Alcohol","    322.00","CIMB Platinum","","",""
2012-10-19,"Food/Groceries","Alcohol","   -242.00","Cash","","",""
2012-10-20,"Food/Groceries","Restaurant/Fast food","     10.50","Cash","","",""
2012-10-20,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2012-10-20,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2012-10-20,"Food/Groceries","Restaurant/Fast food","      3.50","Cash","","",""
2012-10-20,"Food/Groceries","Alcohol","    523.15","_Citiibank Platinum","","",""
2012-10-20,"Food/Groceries","Alcohol","   -330.00","Cash","","",""
2012-10-23,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2012-10-23,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2012-10-24,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2012-10-25,"Food/Groceries","Alcohol","   -130.00","Cash","","",""
2012-10-25,"Food/Groceries","Alcohol","    194.90","_Citiibank Platinum","","",""
2012-10-25,"Food/Groceries","Restaurant/Fast food","      2.20","Cash","","",""
2012-10-25,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2012-10-25,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2012-10-26,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2012-10-26,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2012-10-27,"Food/Groceries","Alcohol","    278.00","_Citiibank Platinum","","",""
2012-10-27,"Food/Groceries","Alcohol","     19.90","Cash","","",""
2012-10-28,"Food/Groceries","Alcohol","    150.00","Cash","","",""
2012-10-28,"Food/Groceries","Restaurant/Fast food","     10.80","Cash","","",""
2012-10-28,"Food/Groceries","Restaurant/Fast food","      2.50","Cash","","",""
2012-10-28,"Food/Groceries","Restaurant/Fast food","      6.70","Cash","","",""
2012-10-28,"Food/Groceries","Alcohol","    -50.00","Cash","","",""
2012-10-28,"Food/Groceries","Alcohol","     97.45","_Citiibank Platinum","","",""
2012-10-29,"Food/Groceries","Restaurant/Fast food","      0.85","","","",""
2012-10-29,"Food/Groceries","Restaurant/Fast food","     15.00","Cash","","",""
2012-10-31,"Food/Groceries","Restaurant/Fast food","      2.80","Cash","","",""
2012-10-31,"Food/Groceries","Restaurant/Fast food","      1.20","Cash","","",""
2012-11-01,"Food/Groceries","Restaurant/Fast food","     15.00","Cash","","",""
2012-11-02,"Food/Groceries","Restaurant/Fast food","     49.30","Cash","","",""
2012-11-02,"Food/Groceries","Restaurant/Fast food","      3.00","Cash","","",""
2012-11-03,"Food/Groceries","Restaurant/Fast food","      6.30","Cash","","",""
2012-11-03,"Food/Groceries","Restaurant/Fast food","     18.00","Cash","","",""
2012-11-04,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2012-11-04,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2012-11-04,"Food/Groceries","Restaurant/Fast food","     14.00","Cash","","",""
2012-11-07,"Food/Groceries","Restaurant/Fast food","     11.20","Cash","","",""
2012-11-08,"Food/Groceries","Restaurant/Fast food","      9.00","Cash","","",""
2012-11-08,"Food/Groceries","Restaurant/Fast food","     26.90","Cash","","",""
2012-11-08,"Food/Groceries","Restaurant/Fast food","    368.50","_Citiibank Platinum","","",""
2012-11-08,"Food/Groceries","Restaurant/Fast food","   -370.00","Cash","","",""
2012-11-08,"Food/Groceries","Alcohol","    -20.00","Cash","","",""
2012-11-08,"Food/Groceries","Alcohol","    202.75","_Citiibank Platinum","","",""
2012-11-09,"Food/Groceries","Restaurant/Fast food","      6.30","Cash","","",""
2012-11-10,"Food/Groceries","Restaurant/Fast food","      5.50","Cash","","",""
2012-11-10,"Food/Groceries","Restaurant/Fast food","     19.15","Cash","","",""
2012-11-11,"Food/Groceries","Restaurant/Fast food","      1.30","Cash","","",""
2012-11-11,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2012-11-11,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2012-11-12,"Food/Groceries","Alcohol","     16.00","Cash","","",""
2012-11-12,"Food/Groceries","Alcohol","   -115.00","Cash","","",""
2012-11-13,"Food/Groceries","Restaurant/Fast food","    103.50","_Citiibank Platinum","","",""
2012-11-13,"Food/Groceries","Alcohol","     35.00","Cash","","",""
2012-11-14,"Food/Groceries","Restaurant/Fast food","      6.35","Cash","","",""
2012-11-20,"Food/Groceries","Restaurant/Fast food","     22.40","Cash","","",""
2012-11-20,"Food/Groceries","Alcohol","     50.00","Cash","","",""
2012-11-23,"Food/Groceries","Restaurant/Fast food","      4.00","Cash","","",""
2012-11-23,"Food/Groceries","Alcohol","     70.00","Cash","","",""
2012-11-24,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2012-11-25,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2012-11-25,"Food/Groceries","Restaurant/Fast food","      1.00","Cash","","",""
2012-11-25,"Food/Groceries","Restaurant/Fast food","     19.00","Cash","","",""
2012-11-25,"Food/Groceries","Restaurant/Fast food","      4.90","Coin","","",""
2012-11-26,"Food/Groceries","Restaurant/Fast food","     16.00","Cash","","",""
2012-11-30,"Food/Groceries","Alcohol","     40.00","Cash","","",""
2012-11-30,"Food/Groceries","Restaurant/Fast food","      2.70","Cash","","",""
2012-12-01,"Food/Groceries","Restaurant/Fast food","      4.50","Cash","","",""
2012-12-02,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2012-12-02,"Food/Groceries","Restaurant/Fast food","      2.90","Cash","","",""
2012-12-03,"Food/Groceries","Restaurant/Fast food","      3.60","Cash","","",""
2012-12-06,"Food/Groceries","Restaurant/Fast food","      9.00","Cash","","",""
2012-12-06,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2012-12-06,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2012-12-07,"Food/Groceries","Alcohol","   1500.00","Maybankard Amex","","",""
2012-12-07,"Food/Groceries","Restaurant/Fast food","     41.00","Cash","","",""
2012-12-08,"Food/Groceries","Restaurant/Fast food","      3.50","Cash","","",""
2012-12-08,"Food/Groceries","Restaurant/Fast food","      3.00","Cash","","",""
2012-12-08,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2012-12-08,"Food/Groceries","Restaurant/Fast food","     15.70","Cash","","",""
2012-12-08,"Food/Groceries","Restaurant/Fast food","      7.90","Cash","","",""
2012-12-09,"Food/Groceries","Restaurant/Fast food","     23.45","Cash","","",""
2012-12-09,"Food/Groceries","Restaurant/Fast food","      9.00","Cash","","",""
2012-12-09,"Food/Groceries","Restaurant/Fast food","     28.35","Cash","","",""
2012-12-09,"Food/Groceries","Alcohol","    122.75","SCB visa","","",""
2012-12-09,"Food/Groceries","Alcohol","   -100.00","Cash","","",""
2012-12-09,"Food/Groceries","Alcohol","     19.50","SCB visa","","",""
2012-12-11,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2012-12-11,"Food/Groceries","Alcohol","    187.90","SCB visa","","",""
2012-12-11,"Food/Groceries","Alcohol","   -150.00","Cash","","",""
2012-12-11,"Food/Groceries","Restaurant/Fast food","     21.90","Cash","","",""
2012-12-11,"Food/Groceries","Alcohol","    191.65","SCB visa","","",""
2012-12-11,"Food/Groceries","Alcohol","   -150.00","Cash","","",""
2012-12-12,"Food/Groceries","Restaurant/Fast food","      1.00","Cash","","",""
2012-12-15,"Food/Groceries","Restaurant/Fast food","     42.50","Cash","","",""
2012-12-15,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2012-12-15,"Food/Groceries","Restaurant/Fast food","     90.00","SCB visa","","",""
2012-12-15,"Food/Groceries","Restaurant/Fast food","    -87.00","Cash","","",""
2012-12-15,"Food/Groceries","Restaurant/Fast food","     10.50","Cash","","",""
2012-12-15,"Food/Groceries","Alcohol","      5.00","Cash","","",""
2012-12-16,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2012-12-16,"Food/Groceries","Restaurant/Fast food","      4.50","Cash","","Lok owe 3",""
2012-12-18,"Food/Groceries","Restaurant/Fast food","      2.60","Cash","","",""
2012-12-18,"Food/Groceries","Restaurant/Fast food","      2.50","Cash","","",""
2012-12-18,"Food/Groceries","Restaurant/Fast food","     21.00","Cash","","",""
2012-12-18,"Food/Groceries","Alcohol","    385.45","SCB visa","","",""
2012-12-18,"Food/Groceries","Alcohol","   -250.00","Cash","","",""
2012-12-19,"Food/Groceries","Restaurant/Fast food","     13.80","","","",""
2012-12-19,"Food/Groceries","Restaurant/Fast food","      4.70","Cash","","",""
2012-12-19,"Food/Groceries","Restaurant/Fast food","      1.80","Cash","","",""
2012-12-19,"Food/Groceries","Restaurant/Fast food","     36.90","Cash","","",""
2012-12-20,"Food/Groceries","Restaurant/Fast food","     72.30","Cash","","",""
2012-12-20,"Food/Groceries","Alcohol","     71.90","SCB visa","","",""
2012-12-20,"Food/Groceries","Alcohol","     57.80","SCB visa","","",""
2012-12-20,"Food/Groceries","Groceries","     46.40","Maybankard Amex","","",""
2012-12-21,"Food/Groceries","Restaurant/Fast food","     71.00","Cash","","",""
2012-12-21,"Food/Groceries","Alcohol","     61.25","Cash","","",""
2012-12-22,"Food/Groceries","Restaurant/Fast food","     16.10","Cash","","",""
2012-12-22,"Food/Groceries","Restaurant/Fast food","     66.00","SCB visa","","",""
2012-12-22,"Food/Groceries","Alcohol","     61.25","SCB visa","","",""
2012-12-23,"Food/Groceries","Alcohol","    101.60","SCB visa","","",""
2012-12-23,"Food/Groceries","Alcohol","    -58.00","Cash","","",""
2012-12-23,"Food/Groceries","Restaurant/Fast food","     11.60","Cash","","",""
2012-12-23,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2012-12-24,"Food/Groceries","Restaurant/Fast food","     15.55","Maybankard Amex","","",""
2012-12-24,"Food/Groceries","Restaurant/Fast food","    -20.00","Cash","","",""
2012-12-24,"Food/Groceries","Restaurant/Fast food","     10.90","Cash","","",""
2012-12-24,"Food/Groceries","Restaurant/Fast food","      4.80","Cash","","",""
2012-12-25,"Food/Groceries","Alcohol","     50.00","Cash","","",""
2012-12-25,"Food/Groceries","Restaurant/Fast food","     30.00","Cash","","Starbucks card",""
2012-12-26,"Food/Groceries","Alcohol","    287.00","SCB visa","","",""
2012-12-26,"Food/Groceries","Alcohol","   -220.00","Cash","","",""
2012-12-26,"Food/Groceries","Restaurant/Fast food","     15.00","Cash","","",""
2012-12-26,"Food/Groceries","Restaurant/Fast food","     -6.00","Cash","","",""
2012-12-26,"Food/Groceries","Restaurant/Fast food","     11.55","SCB visa","","",""
2012-12-26,"Food/Groceries","Restaurant/Fast food","      1.40","Cash","","",""
2012-12-26,"Food/Groceries","Restaurant/Fast food","     19.50","Cash","","",""
2012-12-26,"Food/Groceries","Restaurant/Fast food","     30.00","Cash","","",""
2012-12-26,"Food/Groceries","Alcohol","     59.15","SCB visa","","",""
2012-12-27,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2012-12-28,"Food/Groceries","Alcohol","     90.00","Cash","","",""
2012-12-28,"Food/Groceries","Restaurant/Fast food","      4.50","Cash","","",""
2012-12-28,"Food/Groceries","Alcohol","     59.15","SCB visa","","",""
2012-12-28,"Food/Groceries","Restaurant/Fast food","    131.00","SCB visa","","",""
2012-12-28,"Food/Groceries","Alcohol","     32.25","SCB visa","","",""
2012-12-29,"Food/Groceries","Restaurant/Fast food","      9.90","Cash","","",""
2012-12-30,"Food/Groceries","Restaurant/Fast food","    208.30","SCB visa","","",""
2012-12-30,"Food/Groceries","Restaurant/Fast food","     12.50","Cash","","",""
2012-12-30,"Food/Groceries","Restaurant/Fast food","     55.97","SCB visa","","",""
2012-12-30,"Food/Groceries","Restaurant/Fast food","      3.00","Cash","","",""
2012-12-30,"Food/Groceries","Restaurant/Fast food","    -14.00","Cash","","",""
2012-12-30,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2012-12-30,"Food/Groceries","Restaurant/Fast food","    -14.00","Cash","","",""
2012-12-31,"Food/Groceries","Alcohol","  -1305.00","Cash","","",""
2012-12-31,"Food/Groceries","Alcohol","    100.00","Cash","","",""
2013-01-01,"Food/Groceries","Restaurant/Fast food","      9.80","Cash","","",""
2013-01-01,"Food/Groceries","Restaurant/Fast food","    100.00","Maybankard Amex","","",""
2013-01-02,"Food/Groceries","Alcohol","    147.10","SCB visa","","",""
2013-01-02,"Food/Groceries","Alcohol","   -120.00","Cash","","",""
2013-01-03,"Food/Groceries","Restaurant/Fast food","     38.07","Maybankard Amex","","",""
2013-01-06,"Food/Groceries","Restaurant/Fast food","     62.62","_Citiibank Platinum","","",""
2013-01-09,"Food/Groceries","Alcohol","    242.65","_Citiibank Platinum","","",""
2013-01-09,"Food/Groceries","Alcohol","   -150.00","Cash","","",""
2013-01-10,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2013-01-11,"Food/Groceries","Restaurant/Fast food","      4.00","Cash","","",""
2013-01-11,"Food/Groceries","Restaurant/Fast food","      3.20","Cash","","",""
2013-01-12,"Food/Groceries","Restaurant/Fast food","      6.30","Cash","","",""
2013-01-12,"Food/Groceries","Restaurant/Fast food","     47.20","Maybankard Amex","","",""
2013-01-13,"Food/Groceries","Alcohol","    348.00","_Citiibank Platinum","","",""
2013-01-13,"Food/Groceries","Alcohol","    -70.00","Cash","","",""
2013-01-13,"Food/Groceries","Restaurant/Fast food","     63.80","_Citiibank Platinum","","",""
2013-01-14,"Food/Groceries","Restaurant/Fast food","      5.70","Cash","","",""
2013-01-14,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-01-15,"Food/Groceries","Restaurant/Fast food","      1.50","_Citiibank Platinum","","",""
2013-01-18,"Food/Groceries","Restaurant/Fast food","      9.10","Cash","","",""
2013-01-19,"Food/Groceries","Restaurant/Fast food","      7.15","Cash","","",""
2013-01-19,"Food/Groceries","Restaurant/Fast food","      0.20","Cash","","",""
2013-01-19,"Food/Groceries","Restaurant/Fast food","      2.80","Cash","","",""
2013-01-20,"Food/Groceries","Restaurant/Fast food","      6.60","Cash","","",""
2013-01-21,"Food/Groceries","Restaurant/Fast food","    102.00","SCB visa","","",""
2013-01-23,"Food/Groceries","Alcohol","    463.75","_Citiibank Platinum","","",""
2013-01-23,"Food/Groceries","Alcohol","   -300.00","Cash","","",""
2013-01-23,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-01-24,"Food/Groceries","Restaurant/Fast food","      8.00","Cash","","",""
2013-01-24,"Food/Groceries","Alcohol","    169.95","Maybankard Amex","","",""
2013-01-24,"Food/Groceries","Alcohol","   -100.00","Cash","","",""
2013-01-25,"Food/Groceries","Restaurant/Fast food","      7.50","Cash","","",""
2013-01-25,"Food/Groceries","Restaurant/Fast food","      8.60","Cash","","",""
2013-01-26,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
