Date,Category,SubCategory,Expense Amount,Account,Payee,Notes,Device
2013-03-04,"Food/Groceries","Restaurant/Fast food","      7.20","Cash","","",""
2013-03-05,"Food/Groceries","Restaurant/Fast food","     14.80","Cash","","",""
2013-03-05,"Food/Groceries","Restaurant/Fast food","    -20.00","Cash","","",""
2013-03-05,"Food/Groceries","Restaurant/Fast food","      3.70","Cash","","",""
2013-03-05,"Food/Groceries","Restaurant/Fast food","     15.00","Cash","","",""
2013-03-06,"Food/Groceries","Restaurant/Fast food","     46.50","_Citiibank Platinum","","",""
2013-03-06,"Food/Groceries","Restaurant/Fast food","    -45.50","Cash","","",""
2013-03-06,"Food/Groceries","Alcohol","     30.00","Cash","","",""
2013-03-07,"Food/Groceries","Restaurant/Fast food","     22.00","Cash","","",""
2013-03-08,"Food/Groceries","Restaurant/Fast food","      5.50","Cash","","",""
2013-03-08,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-03-08,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2013-03-09,"Food/Groceries","Restaurant/Fast food","      8.50","Cash","","",""
2013-03-09,"Food/Groceries","Restaurant/Fast food","      1.50","Cash","","",""
2013-03-10,"Food/Groceries","Restaurant/Fast food","      5.80","Cash","","",""
2013-03-11,"Food/Groceries","Restaurant/Fast food","     48.00","Cash","","",""
2013-03-11,"Food/Groceries","Restaurant/Fast food","    -12.00","Cash","","",""
2013-03-11,"Food/Groceries","Alcohol","    289.75","_HLB Wise Card","","",""
2013-03-11,"Food/Groceries","Alcohol","   -250.00","Cash","","",""
2013-03-12,"Food/Groceries","Restaurant/Fast food","     73.55","_Citiibank Platinum","","",""
2013-03-12,"Food/Groceries","Restaurant/Fast food","    -71.00","Cash","","",""
2013-03-12,"Food/Groceries","Alcohol","    258.75","_HLB Wise Card","","",""
2013-03-12,"Food/Groceries","Alcohol","   -100.00","Cash","","",""
2013-03-13,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-03-13,"Food/Groceries","Restaurant/Fast food","     97.90","_HLB Wise Card","","",""
2013-03-14,"Food/Groceries","Alcohol","    253.35","_HLB Wise Card","","",""
2013-03-14,"Food/Groceries","Restaurant/Fast food","     12.60","Cash","","",""
2013-03-15,"Food/Groceries","Restaurant/Fast food","     58.10","_HLB Wise Card","","",""
2013-03-15,"Food/Groceries","Restaurant/Fast food","   -133.00","Cash","","",""
2013-03-15,"Food/Groceries","Restaurant/Fast food","    131.10","_HLB Wise Card","","",""
2013-03-16,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-03-17,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-03-17,"Food/Groceries","Restaurant/Fast food","      5.70","Cash","","",""
2013-03-18,"Food/Groceries","Restaurant/Fast food","     42.00","Cash","","",""
2013-03-18,"Food/Groceries","Restaurant/Fast food","    -54.00","Cash","","",""
2013-03-18,"Food/Groceries","Restaurant/Fast food","     33.00","Cash","","",""
2013-03-19,"Food/Groceries","Alcohol","    192.80","_HLB Wise Card","","",""
2013-03-19,"Food/Groceries","Alcohol","   -200.00","Cash","","",""
2013-03-19,"Food/Groceries","Restaurant/Fast food","      4.30","Cash","","",""
2013-03-19,"Food/Groceries","Restaurant/Fast food","     -3.40","Cash","","",""
2013-03-19,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-03-20,"Food/Groceries","Restaurant/Fast food","     25.30","_HLB Wise Card","","",""
2013-03-20,"Food/Groceries","Restaurant/Fast food","    -39.80","Cash","","",""
2013-03-21,"Food/Groceries","Restaurant/Fast food","      0.20","Cash","","",""
2013-03-21,"Food/Groceries","Restaurant/Fast food","     50.00","_HLB Wise Card","","",""
2013-03-21,"Food/Groceries","Restaurant/Fast food","    -30.00","Cash","","",""
2013-03-21,"Food/Groceries","Restaurant/Fast food","     21.00","Cash","","",""
2013-03-21,"Food/Groceries","Restaurant/Fast food","    -10.00","Cash","","",""
2013-03-22,"Food/Groceries","Restaurant/Fast food","      5.40","Cash","","",""
2013-03-22,"Food/Groceries","Restaurant/Fast food","     -8.80","Cash","","",""
2013-03-22,"Food/Groceries","Alcohol","     26.00","Cash","","",""
2013-03-22,"Food/Groceries","Restaurant/Fast food","    101.50","_HLB Wise Card","","",""
2013-03-22,"Food/Groceries","Restaurant/Fast food","    -50.00","Cash","","",""
2013-03-22,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-03-23,"Food/Groceries","Restaurant/Fast food","     68.00","Cash","","",""
2013-03-23,"Food/Groceries","Restaurant/Fast food","    -30.00","Cash","","",""
2013-03-23,"Food/Groceries","Restaurant/Fast food","     39.00","_Citiibank Platinum","","",""
2013-03-23,"Food/Groceries","Restaurant/Fast food","    -30.00","Cash","","",""
2013-03-23,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-03-23,"Food/Groceries","Restaurant/Fast food","      1.50","Cash","","",""
2013-03-24,"Food/Groceries","Restaurant/Fast food","     60.50","_HLB Wise Card","","",""
2013-03-24,"Food/Groceries","Restaurant/Fast food","     19.00","Cash","","",""
2013-03-24,"Food/Groceries","Restaurant/Fast food","    -28.00","Maybank Savings","","",""
2013-03-25,"Food/Groceries","Restaurant/Fast food","     72.45","_HLB Wise Card","","",""
2013-03-25,"Food/Groceries","Restaurant/Fast food","    -72.00","Cash","","",""
2013-03-25,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-03-25,"Food/Groceries","Alcohol","     13.50","Cash","","",""
2013-03-26,"Food/Groceries","Restaurant/Fast food","     98.75","_HLB Wise Card","","",""
2013-03-26,"Food/Groceries","Restaurant/Fast food","    -90.00","Cash","","",""
2013-03-27,"Food/Groceries","Restaurant/Fast food","    173.00","_HLB Wise Card","","",""
2013-03-27,"Food/Groceries","Alcohol","    232.00","_HLB Wise Card","","",""
2013-03-27,"Food/Groceries","Alcohol","   -100.00","Cash","","",""
2013-03-27,"Food/Groceries","Alcohol","     30.00","Cash","","",""
2013-03-27,"Food/Groceries","Restaurant/Fast food","    -80.00","Cash","","",""
2013-03-27,"Food/Groceries","Restaurant/Fast food","    -80.00","Cash","","",""
2013-03-27,"Food/Groceries","Restaurant/Fast food","     12.20","Cash","","",""
2013-03-28,"Food/Groceries","Alcohol","   -100.00","Cash","","",""
2013-03-28,"Food/Groceries","Alcohol","     50.00","Cash","","",""
2013-03-29,"Food/Groceries","Restaurant/Fast food","     40.00","Cash","","",""
2013-03-30,"Food/Groceries","Restaurant/Fast food","      9.00","Cash","","",""
2013-03-30,"Food/Groceries","Alcohol","     13.50","Cash","","",""
2013-03-30,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-03-31,"Food/Groceries","Restaurant/Fast food","     54.50","_HLB Wise Card","","",""
2013-03-31,"Food/Groceries","Restaurant/Fast food","      4.25","_HLB Gsc","","",""
2013-03-31,"Food/Groceries","Restaurant/Fast food","     66.80","_HLB Wise Card","","",""
2013-03-31,"Food/Groceries","Restaurant/Fast food","    -50.00","Cash","","",""
2013-04-01,"Food/Groceries","Restaurant/Fast food","     14.00","Cash","","",""
2013-04-02,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-04-02,"Food/Groceries","Alcohol","     17.00","Cash","","",""
2013-04-03,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-04-04,"Food/Groceries","Restaurant/Fast food","     -0.40","Cash","","",""
2013-04-05,"Food/Groceries","Restaurant/Fast food","     -4.00","Cash","","",""
2013-04-05,"Food/Groceries","Restaurant/Fast food","    249.40","_HLB Wise Card","","",""
2013-04-06,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-04-06,"Food/Groceries","Restaurant/Fast food","     13.00","Cash","","",""
2013-04-06,"Food/Groceries","Alcohol","    100.00","Cash","","",""
2013-04-07,"Food/Groceries","Restaurant/Fast food","      8.30","Cash","","",""
2013-04-07,"Food/Groceries","Restaurant/Fast food","      6.10","_HLB Gsc","","",""
2013-04-07,"Food/Groceries","Restaurant/Fast food","     -3.00","Cash","","",""
2013-04-07,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-04-07,"Food/Groceries","Restaurant/Fast food","     40.30","Cash","","",""
2013-04-07,"Food/Groceries","Restaurant/Fast food","    -20.00","Cash","","",""
2013-04-07,"Food/Groceries","Restaurant/Fast food","     -4.00","Cash","","",""
2013-04-08,"Food/Groceries","Restaurant/Fast food","     37.00","_HLB Wise Card","","",""
2013-04-08,"Food/Groceries","Restaurant/Fast food","    -39.00","Cash","","",""
2013-04-08,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-04-09,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-04-10,"Food/Groceries","Restaurant/Fast food","     32.60","_Citiibank Platinum","","",""
2013-04-10,"Food/Groceries","Restaurant/Fast food","    -38.00","Cash","","",""
2013-04-11,"Food/Groceries","Restaurant/Fast food","     -9.00","Cash","","",""
2013-04-11,"Food/Groceries","Restaurant/Fast food","      8.50","Cash","","",""
2013-04-12,"Food/Groceries","Restaurant/Fast food","     27.10","Cash","","",""
2013-04-12,"Food/Groceries","Restaurant/Fast food","      1.50","Cash","","",""
2013-04-12,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-04-13,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-04-13,"Food/Groceries","Alcohol","     50.00","Cash","","",""
2013-04-13,"Food/Groceries","Restaurant/Fast food","      0.50","Cash","","",""
2013-04-13,"Food/Groceries","Restaurant/Fast food","     18.00","Cash","","",""
2013-04-13,"Food/Groceries","Restaurant/Fast food","      3.50","Cash","","",""
2013-04-14,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-04-14,"Food/Groceries","Restaurant/Fast food","      8.00","Cash","","",""
2013-04-14,"Food/Groceries","Restaurant/Fast food","    -78.00","Cash","","",""
2013-04-14,"Food/Groceries","Restaurant/Fast food","     93.70","_Citiibank Platinum","","",""
2013-04-17,"Food/Groceries","Restaurant/Fast food","     41.70","_HLB Wise Card","","",""
2013-04-17,"Food/Groceries","Restaurant/Fast food","    -43.40","Cash","","",""
2013-04-17,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-04-18,"Food/Groceries","Alcohol","     64.50","_HLB Wise Card","","",""
2013-04-19,"Food/Groceries","Restaurant/Fast food","     97.85","_HLB Wise Card","","",""
2013-04-19,"Food/Groceries","Restaurant/Fast food","    -70.00","Cash","","",""
2013-04-19,"Food/Groceries","Alcohol","    162.40","_HLB Wise Card","","",""
2013-04-20,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-04-20,"Food/Groceries","Restaurant/Fast food","      3.00","Cash","","",""
2013-04-20,"Food/Groceries","Restaurant/Fast food","      8.45","Cash","","",""
2013-04-21,"Food/Groceries","Restaurant/Fast food","      6.80","Cash","","",""
2013-04-23,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2013-04-23,"Food/Groceries","Alcohol","    141.05","_HLB Wise Card","","",""
2013-04-23,"Food/Groceries","Alcohol","    -50.00","Cash","","",""
2013-04-23,"Food/Groceries","Alcohol","    185.35","_UOB One Platinum","","",""
2013-04-24,"Food/Groceries","Restaurant/Fast food","      1.00","Cash","","",""
2013-04-24,"Food/Groceries","Restaurant/Fast food","     15.00","Cash","","",""
2013-04-24,"Food/Groceries","Restaurant/Fast food","      6.30","Cash","","",""
2013-04-25,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-04-25,"Food/Groceries","Alcohol","     78.00","_HLB Wise Card","","",""
2013-04-27,"Food/Groceries","Restaurant/Fast food","     50.00","Cash","","",""
2013-04-27,"Food/Groceries","Alcohol","     45.00","Cash","","",""
2013-04-28,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2013-04-28,"Food/Groceries","Restaurant/Fast food","      9.40","Cash","","",""
2013-04-28,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-04-29,"Food/Groceries","Alcohol","     68.90","_UOB One Platinum","","",""
2013-04-29,"Food/Groceries","Restaurant/Fast food","     18.30","_UOB One Platinum","","",""
2013-04-29,"Food/Groceries","Restaurant/Fast food","    -31.00","Cash","","",""
2013-04-30,"Food/Groceries","Restaurant/Fast food","     -2.00","Cash","","",""
2013-05-01,"Food/Groceries","Restaurant/Fast food","      0.50","Cash","","",""
2013-05-02,"Food/Groceries","Restaurant/Fast food","     13.50","Cash","","",""
2013-05-02,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-05-02,"Food/Groceries","Restaurant/Fast food","      2.30","Cash","","",""
2013-05-02,"Food/Groceries","Restaurant/Fast food","    217.15","_HLB Wise Card","","",""
2013-05-02,"Food/Groceries","Restaurant/Fast food","   -185.00","Cash","","",""
2013-05-02,"Food/Groceries","Restaurant/Fast food","     17.70","Cash","","",""
2013-05-03,"Food/Groceries","Restaurant/Fast food","      4.40","Cash","","",""
2013-05-03,"Food/Groceries","Restaurant/Fast food","     -2.10","Cash","","",""
2013-05-03,"Food/Groceries","Restaurant/Fast food","      4.90","Cash","","",""
2013-05-03,"Food/Groceries","Restaurant/Fast food","      8.00","Cash","","",""
2013-05-04,"Food/Groceries","Restaurant/Fast food","      3.40","Cash","","",""
2013-05-04,"Food/Groceries","Restaurant/Fast food","      5.80","Cash","","",""
2013-05-05,"Food/Groceries","Restaurant/Fast food","      1.30","Cash","","",""
2013-05-05,"Food/Groceries","Restaurant/Fast food","      4.00","Cash","","",""
2013-05-05,"Food/Groceries","Restaurant/Fast food","      4.90","Cash","","",""
2013-05-05,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-05-06,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-05-06,"Food/Groceries","Restaurant/Fast food","     40.90","Maybankard Amex","","",""
2013-05-06,"Food/Groceries","Restaurant/Fast food","    -27.00","Maybank Savings","","",""
2013-05-06,"Food/Groceries","Restaurant/Fast food","      1.00","Cash","","",""
2013-05-07,"Food/Groceries","Restaurant/Fast food","      5.00","Maybank Savings","","",""
2013-05-07,"Food/Groceries","Restaurant/Fast food","      2.20","Cash","","",""
2013-05-07,"Food/Groceries","Restaurant/Fast food","      4.70","Cash","","",""
2013-05-07,"Food/Groceries","Alcohol","    108.75","_HLB Wise Card","","",""
2013-05-08,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2013-05-08,"Food/Groceries","Restaurant/Fast food","      5.20","Cash","","",""
2013-05-08,"Food/Groceries","Restaurant/Fast food","     50.00","_HLB Wise Card","","",""
2013-05-09,"Food/Groceries","Restaurant/Fast food","     25.80","Cash","","",""
2013-05-09,"Food/Groceries","Restaurant/Fast food","     18.80","Cash","","",""
2013-05-10,"Food/Groceries","Restaurant/Fast food","      1.90","Cash","","",""
2013-05-10,"Food/Groceries","Restaurant/Fast food","      1.50","Cash","","",""
2013-05-10,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-05-10,"Food/Groceries","Restaurant/Fast food","      3.00","Cash","","",""
2013-05-11,"Food/Groceries","Restaurant/Fast food","      4.90","Cash","","",""
2013-05-11,"Food/Groceries","Restaurant/Fast food","     12.00","Cash","","",""
2013-05-12,"Food/Groceries","Restaurant/Fast food","     31.50","Cash","","",""
2013-05-13,"Food/Groceries","Restaurant/Fast food","     24.70","_HLB Wise Card","","",""
2013-05-13,"Food/Groceries","Restaurant/Fast food","    -25.00","Cash","","",""
2013-05-13,"Food/Groceries","Restaurant/Fast food","      8.90","Cash","","",""
2013-05-14,"Food/Groceries","Restaurant/Fast food","     55.05","_HLB Wise Card","","",""
2013-05-14,"Food/Groceries","Restaurant/Fast food","    -55.00","Cash","","",""
2013-05-14,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-05-14,"Food/Groceries","Restaurant/Fast food","     29.95","_Citiibank Platinum","","",""
2013-05-15,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-05-15,"Food/Groceries","Restaurant/Fast food","      5.00","Cash","","",""
2013-05-16,"Food/Groceries","Restaurant/Fast food","      2.25","Cash","","",""
2013-05-16,"Food/Groceries","Alcohol","     22.00","Cash","","",""
2013-05-17,"Food/Groceries","Alcohol","    256.35","_UOB One Platinum","","",""
2013-05-18,"Food/Groceries","Restaurant/Fast food","      0.50","Cash","","",""
2013-05-18,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-05-18,"Food/Groceries","Restaurant/Fast food","     23.00","Cash","","",""
2013-05-18,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2013-05-19,"Food/Groceries","Restaurant/Fast food","     12.20","Cash","","",""
2013-05-19,"Food/Groceries","Restaurant/Fast food","     20.10","_HLB Wise Card","","",""
2013-05-19,"Food/Groceries","Alcohol","     79.00","Cash","","",""
2013-05-20,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-05-20,"Food/Groceries","Restaurant/Fast food","      6.95","Cash","","",""
2013-05-21,"Food/Groceries","Restaurant/Fast food","      2.30","Cash","","",""
2013-05-21,"Food/Groceries","Restaurant/Fast food","     56.70","_HLB Wise Card","","",""
2013-05-21,"Food/Groceries","Restaurant/Fast food","     50.00","_HLB Wise Card","","",""
2013-05-21,"Food/Groceries","Restaurant/Fast food","    -60.00","Cash","","",""
2013-05-21,"Food/Groceries","Restaurant/Fast food","      9.50","Cash","","",""
2013-05-21,"Food/Groceries","Alcohol","     50.00","Cash","","",""
2013-05-22,"Food/Groceries","Restaurant/Fast food","    214.10","_HLB Wise Card","","",""
2013-05-22,"Food/Groceries","Restaurant/Fast food","    -50.00","Cash","","",""
2013-05-22,"Food/Groceries","Restaurant/Fast food","   -152.50","Cash","","",""
2013-05-23,"Food/Groceries","Alcohol","    178.85","_HLB Wise Card","","",""
2013-05-23,"Food/Groceries","Alcohol","   -138.00","Cash","","",""
2013-05-23,"Food/Groceries","Restaurant/Fast food","      8.50","Cash","","",""
2013-05-24,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2013-05-24,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-05-24,"Food/Groceries","Alcohol","     20.00","Cash","","",""
2013-05-24,"Food/Groceries","Alcohol","     18.00","Cash","","",""
2013-05-24,"Food/Groceries","Alcohol","    240.00","_HLB Wise Card","","",""
2013-05-25,"Food/Groceries","Restaurant/Fast food","      4.50","Cash","","",""
2013-05-25,"Food/Groceries","Restaurant/Fast food","      6.40","Cash","","",""
2013-05-26,"Food/Groceries","Restaurant/Fast food","     19.40","Cash","","",""
2013-05-26,"Food/Groceries","Restaurant/Fast food","     16.00","Cash","","",""
2013-05-27,"Food/Groceries","Restaurant/Fast food","     36.00","_UOB One Platinum","","",""
2013-05-27,"Food/Groceries","Restaurant/Fast food","     18.55","_UOB One Platinum","","",""
2013-05-27,"Food/Groceries","Restaurant/Fast food","    -57.00","Cash","","",""
2013-05-27,"Food/Groceries","Restaurant/Fast food","      9.50","Cash","","",""
2013-05-28,"Food/Groceries","Restaurant/Fast food","     22.30","_UOB One Platinum","","",""
2013-05-28,"Food/Groceries","Restaurant/Fast food","    -24.00","Cash","","",""
2013-05-28,"Food/Groceries","Restaurant/Fast food","      9.00","Cash","","",""
2013-05-29,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2013-05-30,"Food/Groceries","Restaurant/Fast food","     30.40","_HLB Wise Card","","",""
2013-05-30,"Food/Groceries","Restaurant/Fast food","    -30.00","Cash","","",""
2013-05-30,"Food/Groceries","Restaurant/Fast food","      8.50","Cash","","",""
2013-05-31,"Food/Groceries","Restaurant/Fast food","     24.70","_UOB One Platinum","","",""
2013-05-31,"Food/Groceries","Restaurant/Fast food","    -24.60","Cash","","",""
2013-05-31,"Food/Groceries","Restaurant/Fast food","     13.30","Cash","","",""
2013-06-01,"Food/Groceries","Restaurant/Fast food","      9.50","Cash","","",""
2013-06-01,"Food/Groceries","Restaurant/Fast food","     14.00","Cash","","",""
2013-06-03,"Food/Groceries","Restaurant/Fast food","     21.00","Cash","","",""
2013-06-03,"Food/Groceries","Restaurant/Fast food","      6.20","Cash","","",""
2013-06-03,"Food/Groceries","Alcohol","     60.00","Cash","","",""
2013-06-04,"Food/Groceries","Restaurant/Fast food","      8.50","Cash","","",""
2013-06-05,"Food/Groceries","Restaurant/Fast food","    -45.00","Cash","","",""
2013-06-05,"Food/Groceries","Restaurant/Fast food","     43.40","Maybank Savings","","",""
2013-06-06,"Food/Groceries","Restaurant/Fast food","     25.30","_UOB One Platinum","","",""
2013-06-06,"Food/Groceries","Restaurant/Fast food","    -10.00","Cash","","",""
2013-06-06,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2013-06-07,"Food/Groceries","Restaurant/Fast food","      4.90","Cash","","",""
2013-06-07,"Food/Groceries","Restaurant/Fast food","      3.00","Cash","","",""
2013-06-08,"Food/Groceries","Restaurant/Fast food","      6.50","Cash","","",""
2013-06-08,"Food/Groceries","Restaurant/Fast food","      4.00","Cash","","",""
2013-06-08,"Food/Groceries","Restaurant/Fast food","     25.00","Cash","","",""
2013-06-08,"Food/Groceries","Restaurant/Fast food","     74.50","_HLB Wise Card","","",""
2013-06-08,"Food/Groceries","Restaurant/Fast food","      2.40","Cash","","",""
2013-06-08,"Food/Groceries","Restaurant/Fast food","    -70.00","Cash","","",""
2013-06-09,"Food/Groceries","Restaurant/Fast food","     16.00","Cash","","",""
2013-06-09,"Food/Groceries","Restaurant/Fast food","     15.10","Cash","","",""
2013-06-09,"Food/Groceries","Alcohol","    107.90","Maybankard Amex","","",""
2013-06-10,"Food/Groceries","Restaurant/Fast food","      2.80","Cash","","",""
2013-06-10,"Food/Groceries","Restaurant/Fast food","    -24.00","Maybank Savings","","",""
2013-06-11,"Food/Groceries","Restaurant/Fast food","     46.50","_HLB Wise Card","","",""
2013-06-11,"Food/Groceries","Restaurant/Fast food","    -40.00","Cash","","",""
2013-06-11,"Food/Groceries","Alcohol","    169.40","_HLB Wise Card","","",""
2013-06-11,"Food/Groceries","Alcohol","    -80.00","Cash","","",""
2013-06-11,"Food/Groceries","Restaurant/Fast food","      7.50","Cash","","",""
2013-06-11,"Food/Groceries","Alcohol","     32.00","Cash","","",""
2013-06-12,"Food/Groceries","Restaurant/Fast food","     72.05","_HLB Wise Card","","",""
2013-06-12,"Food/Groceries","Restaurant/Fast food","    -30.00","Cash","","",""
2013-06-13,"Food/Groceries","Restaurant/Fast food","     14.20","Cash","","",""
2013-06-14,"Food/Groceries","Restaurant/Fast food","      2.40","Cash","","",""
2013-06-14,"Food/Groceries","Restaurant/Fast food","     29.95","_HLB Wise Card","","",""
2013-06-14,"Food/Groceries","Restaurant/Fast food","     48.80","Cash","","",""
2013-06-14,"Food/Groceries","Restaurant/Fast food","    -24.00","Cash","","",""
2013-06-22,"Food/Groceries","Alcohol","    145.00","_UOB One Platinum","","",""
2013-06-22,"Food/Groceries","Alcohol","     66.50","_HLB Wise Card","","",""
2013-06-22,"Food/Groceries","Restaurant/Fast food","      8.00","Cash","","",""
2013-06-23,"Food/Groceries","Restaurant/Fast food","     53.35","Maybankard Amex","","",""
2013-06-23,"Food/Groceries","Restaurant/Fast food","     18.70","_Citiibank Platinum","","",""
2013-06-23,"Food/Groceries","Restaurant/Fast food","     50.00","_HLB Wise Card","","",""
2013-06-24,"Food/Groceries","Restaurant/Fast food","     28.50","Cash","","",""
2013-06-25,"Food/Groceries","Restaurant/Fast food","     20.00","Cash","","",""
2013-06-25,"Food/Groceries","Restaurant/Fast food","      3.00","Cash","","",""
2013-06-26,"Food/Groceries","Restaurant/Fast food","    -10.00","Cash","","",""
2013-06-26,"Food/Groceries","Restaurant/Fast food","     55.45","_HLB Wise Card","","",""
2013-06-26,"Food/Groceries","Restaurant/Fast food","    -25.00","Cash","","",""
2013-06-27,"Food/Groceries","Restaurant/Fast food","     65.45","_HLB Wise Card","","",""
2013-06-27,"Food/Groceries","Restaurant/Fast food","      6.90","Cash","","",""
2013-06-27,"Food/Groceries","Restaurant/Fast food","    -20.00","Cash","","",""
2013-06-28,"Food/Groceries","Restaurant/Fast food","      8.40","Cash","","",""
2013-06-28,"Food/Groceries","Restaurant/Fast food","      5.50","Cash","","",""
2013-06-28,"Food/Groceries","Restaurant/Fast food","      4.00","Cash","","",""
2013-06-29,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","Ipoh Tofufa",""
2013-06-29,"Food/Groceries","Restaurant/Fast food","     27.70","Cash","","7-11 snacks",""
2013-06-29,"Food/Groceries","Restaurant/Fast food","     59.65","Cash","","Mac Donald ",""
2013-06-29,"Food/Groceries","Restaurant/Fast food","     12.00","Cash","","",""
2013-06-29,"Food/Groceries","Alcohol","    247.65","Maybankard Amex","","",""
2013-06-29,"Food/Groceries","Alcohol","   -175.00","Cash","","",""
2013-06-29,"Food/Groceries","Restaurant/Fast food","      7.00","Cash","","",""
2013-06-29,"Food/Groceries","Alcohol","     13.00","Cash","","",""
2013-06-30,"Food/Groceries","Restaurant/Fast food","     13.00","Cash","","",""
2013-06-30,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-06-30,"Food/Groceries","Restaurant/Fast food","    -10.00","Cash","","",""
2013-06-30,"Food/Groceries","Restaurant/Fast food","    -12.50","Cash","","",""
2013-06-30,"Food/Groceries","Restaurant/Fast food","    -16.00","Cash","","",""
2013-07-01,"Food/Groceries","Restaurant/Fast food","      8.00","Cash","","",""
2013-07-01,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-07-01,"Food/Groceries","Restaurant/Fast food","     60.00","_HLB Wise Card","","",""
2013-07-01,"Food/Groceries","Restaurant/Fast food","    -50.00","Cash","","",""
2013-07-01,"Food/Groceries","Restaurant/Fast food","      2.00","Cash","","",""
2013-07-02,"Food/Groceries","Restaurant/Fast food","      9.00","Cash","","",""
2013-07-03,"Food/Groceries","Restaurant/Fast food","      9.30","Cash","","",""
2013-07-03,"Food/Groceries","Restaurant/Fast food","     10.00","Cash","","",""
2013-07-04,"Food/Groceries","Restaurant/Fast food","     13.00","Cash","","",""
2013-07-04,"Food/Groceries","Restaurant/Fast food","    -16.00","Cash","","",""
2013-07-04,"Food/Groceries","Restaurant/Fast food","      3.00","Cash","","",""
2013-07-04,"Food/Groceries","Alcohol","   -141.00","Cash","","",""
2013-07-05,"Food/Groceries","Restaurant/Fast food","     28.00","Cash","","",""
2013-07-05,"Food/Groceries","Alcohol","   -150.00","Cash","","",""
2013-07-05,"Food/Groceries","Alcohol","    301.60","_HLB Wise Card","","",""
2013-07-05,"Food/Groceries","Alcohol","    132.00","_HLB Wise Card","","",""
2013-07-06,"Food/Groceries","Restaurant/Fast food","      8.00","Cash","","",""
2013-07-06,"Food/Groceries","Restaurant/Fast food","      3.00","Cash","","",""
2013-07-07,"Food/Groceries","Restaurant/Fast food","     17.00","Cash","","",""
2013-07-08,"Food/Groceries","Restaurant/Fast food","      9.40","_UOB One Platinum","","",""
2013-07-08,"Food/Groceries","Restaurant/Fast food","     -2.00","Cash","","",""
2013-07-09,"Food/Groceries","Restaurant/Fast food","    -10.00","Cash","","",""
2013-07-09,"Food/Groceries","Restaurant/Fast food","      6.30","Cash","","",""
2013-07-10,"Food/Groceries","Restaurant/Fast food","     14.50","Cash","","",""
2013-07-10,"Food/Groceries","Restaurant/Fast food","      0.40","Cash","","",""
2013-07-10,"Food/Groceries","Restaurant/Fast food","      6.00","Cash","","",""
2013-07-11,"Food/Groceries","Restaurant/Fast food","     20.20","CIMB Platinum","","",""
2013-07-12,"Food/Groceries","Restaurant/Fast food","      6.65","Cash","","",""
